UP_KEY;UP_DESC;UP_ALLOW_NEG;UP_IS_INT;UP_LIM_MIN;UP_LIM_MAX;UP_CAPTION;UP_LONGDESC;UP_TYPE;UP_PICTURE;UP_IS_WMF
RPDK1;Radna ploča - duljina kraka;;;;;;;0;System.Byte[];0
SVKL;Širina veza kutnih leđa;;;;;;;0;System.Byte[];0
LETK;Letvice do kraja;;;;;Ne/Da;;0;System.Byte[];0
VIJP;Vijenac - prednji;;;;;Ne/Da;;0;System.Byte[];0
VIJL;Vijenac - lijevi;;;;;Ne/Da;;0;System.Byte[];0
VIJD;Vijenac - desni;;;;;Ne/Da;;0;System.Byte[];0
VIJZ;Vijenac - stražnji;;;;;Ne/Da;;0;System.Byte[];0
VIJN;Vijenac - nosač;;;;;Ne/Da;;0;System.Byte[];0
VIJNS;Vijenac - nosač širina;;;;;;;0;;
ASM;Asimetrična dvokrilna vrata;1;;;;;Mijenjanje dvokrilnih simetričnih vrata u asimetrična.Negativna vrijednost sužava lijevo krilo vrata, a pozivivna vrijednost sužava desno krilo vrata.;0;System.Byte[];0
GPT;Tip garderobne palice;;;;;Oval/Okrugla;;0;System.Byte[];
UTRAZ;Utor - razmak;;;;;;;0;System.Byte[];0
ODMP;Odmik palice;0;0;;;;;0;;0
ODMPG;Odmak palice po dubini/širini;1;0;;;;;0;;0
UTIZR;Izračun širine;;;;;Istaka/Utora/Istaka i utora;1. Zadana širina utora, izračun istaka - najbliže zadanoj širini; 2. Zadan istak, izračun širine utora - najbliže zadanoj širini; 3. Širine utora i istaka identične - najbliže zadanoj širini utora.;0;System.Byte[];0
SGP;Smjer garderobne palice;;;;;Po širini/Po dubini;;0;;
UTRUB;Utor do ruba;;;;;Ne/Da oba/Da lijevi-donji/Da desn-gornjii;1. Na obje strane utor odmaknur od ruba; 2. Na obje strane utor do ruba; 3. Utor uz lijevi rub; 4. Utor uz desni rub.;0;System.Byte[];0
UTRUB2;Utor do ruba dvokrilnih vrata;;;;;1 - Ne zajedno/2 - Da zajedno/3 - Ne odvojeno/4 - Da odvojeno/5 - L odvojeno/6 - D odvojeno;;0;System.Byte[];0
Mat;Materijal;0;0;;;;;1;;0
BPath;Djelomična putanja do makroa;0;0;;;;;1;;0
DLT;Tip distancne letve;;;;;Drvo/Makro;;0;;
ZHP;Zrak leđa - poluutor;;;;;;;0;System.Byte[];0
SPDRZ;Strana držača podnožja;;;;;1 - Bez/2 - Prednji/3 - Prednj+L/4 - Prednji+D/5 - Prednji+L+D;;0;System.Byte[];0
SVD;Širina veza donjeg;;;;;;;0;;
RUND1;Rund 1;;;;;Ne/Da;;0;;
RUND2;Rund 2;;;;;Ne/Da;;0;;
RUND3;Rund 3;;;;;Ne/Da;;0;;
RUND4;Rund 4;;;;;Ne/Da;;0;;
LEDSM;LED širina maske;;;;;;;0;;
OSPD;Oblik spoja ploča desno;;;;;Ne/Uzdužni/Poprečni;;0;System.Byte[];0
LEDST;LED sastav;;;;;1 - Ne/2 - Traka/3 - Kanalica+traka;;0;System.Byte[];0
MSZRD;Maska zrak desno;1;;;;;;0;System.Byte[];0
MSZRG;Maska zrak gore;0;;;;;Zajednička maska: Odmak stranice od gabaritne visine, Maska: Odmak vrha maske od gabaritne visine;0;System.Byte[];0
GERL;Ger lijevo;;;;;Ne/Da;;0;System.Byte[];0
LEDOP;LED odmak prednji;0;0;;;;;0;System.Byte[];0
LEDPO;LED pod dodatni odmak sprijeda;0;0;;;;;0;System.Byte[];0
HPP1;Leđa puna - položaj;;;;;Lijeva/Desna;;0;System.Byte[];0
PRGOR;Prevjes gore;0;0;;;;;0;System.Byte[];0
PRDOL;Prevjes dolje;0;0;;;;;0;System.Byte[];0
LEDDUD;LED duljina desno;0;0;;;;0 = briši; 1 = izračun; n = izmjera;0;System.Byte[];0
SP;Strana podnožja;0;0;;;1 - Bez/2 - Prednji/3 - Prednji+L/4 - Prednji+D/5 - Prednji+L+D;;0;System.Byte[];0
LEDDUL;LED duljina lijevo;0;0;;;;0 = briši; 1 = izračun; n = izmjera;0;System.Byte[];0
VP;Visina podnožja;0;0;;;;;0;System.Byte[];1
VPS;Vez prednji smjer;0;0;;;Horizontalno/Vertikalno;Smjer prednjeg veza hoorizontalno ili vertikalno.;0;System.Byte[];1
VPST;Vez prednji smjer - tip;0;0;;;Horizontalno/Vertikalno/Al profil;Smjer prednjeg drvnog veza hoorizontalno ili vertikalno, odnosno vez od AL profiala.;0;System.Byte[];0
VDS;Vrata dovratnik spoj;;;;;Vertikala skroz/Horizontala skroz/Ger/Bez horizontale;;0;;
VDOS;Vrata dovratnik širina opšave;;;;;;;0;;
VOSL;Vrata opšava širina lijevo;;;;;;;0;;
VOSD;Vrata opšava širina desno;;;;;;;0;;
VOSG;Vrata opšava širina gore;;;;;;;0;;
ODUP;Odmak utora prednji;;;;;;;0;;
ODUS;Odmak utora stražnji;;;;;;;0;;
ODMPP;Odmak pera prednjeg;;;;;;;0;;
LEDIZR;LED izrez;0;0;;;Ne/Lijevi/Desni/Oba;;0;System.Byte[];0
LEDPD;LED pod dodatni - debljina;;;;;;Smanjenje visine ormarića za debljinu zajedničkog dodatnog poda za LED rasvjetu;0;System.Byte[];0
LEDIZRP;LED izrez poda;0;0;;;Ne/Lijevi/Desni/Oba;;0;System.Byte[];0
LEDIZRS;LED izrez stropa;0;0;;;Ne/Lijevi/Desni/Oba;;0;System.Byte[];0
LEDKD;LED kanalica tip - desno;0;0;;;Ravna/Kutna/Ne;;0;System.Byte[];0
LEDKL;LED kanalica tip - lijevo;0;0;;;Ravna/Kutna/Ne;;0;System.Byte[];0
LEDODD;LED odmak dolje desno;0;0;;;;;0;System.Byte[];0
LEDODL;LED odmak dolje lijevo;0;0;;;;;0;System.Byte[];0
LEDOGD;LED odmak gore desno;0;0;;;;;0;System.Byte[];0
LEDOGL;LED odmak gore lijevo;0;0;;;;;0;System.Byte[];0
LEDOPD;LED odmak prednji desno;0;0;;;;;0;System.Byte[];0
LEDOPL;LED odmak prednji lijevo;0;0;;;;;0;System.Byte[];0
ISIN;Izrez za šinu za vješanje;;;;;1 - Obje skroz/2 - skraćenje lijevo/3 - Skraćenje desno/4 - Skraćenje na obje strane;;0;System.Byte[];0
PVD;Prevjes vrata dolje;;;;;0,5/10;;0;;
LEDSD;LED snaga desno;0;0;;;30 po metru/60 po metru/120 po metru/240 po metru;;0;;0
LEDSKD;LED skraćenje desno;0;0;;;;;0;System.Byte[];0
LEDSKL;LED skraćenje lijevo;0;0;;;;;0;System.Byte[];0
LEDSL;LED snaga lijevo;0;0;;;30 po metru/60 po metru/120 po metru/240 po metru;;0;;0
LEDUD;LED utor dubina;0;0;;;;;0;System.Byte[];0
LEDUS;LED utor širina;0;0;;;;;0;System.Byte[];0
ODMPS;Odmak pera stražnjeg;;;;;;;0;;
VDSS;Vrata divratnik sastav sendviča;;;;;Sendvič boja/Sendvič furnir;;0;;
VOSLP;Širina lijeve prednje obloge;;;;;;;0;;
VOSLZ;Širina lijeve stražnje obloge;;;;;;;0;;
VKBOO;Vrata krilo odmak brave odozdo;;;;;;;0;;
VOSDP;Širina desne prednje obloge;;;;;;;0;;
VOSDZ;Širina desne stražnje obloge;;;;;;;0;;
VOSGP;Širina gornje prednje obloge;;;;;;;0;;
VOSGZ;Širina gornje stražnje obloge;;;;;;;0;;
VKBT;Vrata krilo tip brave;;;;;Cilindar/Ključ/WC;;0;;
VDUBS;Dovratnik širina utora za brtvu;;;;;;;0;;
VDUBD;Dovratnik dubina utora za brtvu;;;;;;;0;;
VKBOB;Vrata krilo odmak brave bočni;;;;;;;0;;
ZKG;Zrak krila gore;;;;;;;0;;
INF;Info test;;;;;A/B/C/D/E/F/G/H/I/J/K/M/N;;0;;
ZKD;Zrak krila dolje;;;;;;;0;;
ZKB;Zrak krila bočno;;;;;;;0;;
OPAG;Odmak panta gore;;;;;;;0;System.Byte[];0
OPAD;Odmak panta dolje;;;;;;;0;System.Byte[];0
BRPA;Broj panti;;;;;2/3/4/5/6;;0;;
OPAG5;Odmak panta gore 5;;;;;;0 = ovaj i svi idući se ne crtaju; 1 = jednak razmak između svih; >1 upisani broj je zadani razmak;0;System.Byte[];0
OPAG2;Odmak panta gore 2;;;;;;0 = ovaj i svi idući se ne crtaju; 1 = jednak razmak između svih; >1 upisani broj je zadani razmak;0;System.Byte[];0
OPAG3;Odmak panta gore 3;;;;;;0 = ovaj i svi idući se ne crtaju; 1 = jednak razmak između svih; >1 upisani broj je zadani razmak;0;System.Byte[];0
OPAG4;Odmak panta gore 4;;;;;;0 = ovaj i svi idući se ne crtaju; 1 = jednak razmak između svih; >1 upisani broj je zadani razmak;0;System.Byte[];0
VDN;Vrata dovratnik nadsvjetlo;;;;;Ne/Da;;0;;
VKPOB;Vrata krilo odmak bočni panta;;;;;;;0;;
VDPOB;Vrata dovratnik odmak bočni panta;;;;;;;0;;
VHOD;Vrata horizontala odmak odozdo;;;;;;;0;;
CNC;Filtriranje za CNC obradu;;;;;Konstrukcija/CNC faza 1/CNC faza 2;;0;;
VDPS;Vrata dovratnik širina pera;;;;;;;0;;
VDPD;Vrata dovratnik debljina pera;;;;;;;0;;
VDFS;Vrata dovratnik širina falca;;;;;;;0;;
VDFD;Vrata dovratnik dubina falca;;;;;;;0;;
VDHS;Vrata dovratnik širina horizontale;;;;;;;0;;
PAN;Panti;;;;;Ne/Vertikalno/Horizontalno;;0;;
OMAX;Odmak maksimalni;;;;;;;0;;
VKBPO;Vrata krilo odmak prihvatnika brave;;;;;;;0;;
SOTV;Širina otvora;;;;;;;0;System.Byte[];0
LPT;Leđa puna/tanka;;;;;Puna/Tanka;;0;;
LPOS;Leđa puna - odmak straga;;;;;;;0;;
KDOSZI;Kuhinjski donji - odmak stropa gore za indukciju;;;;;;;0;;
KDOS;Kuhinjski donji - odmak sprijeda;;;;;0,5/2/Aktor;;0;System.Byte[];0
OZZ;Odmak cokla straga;1;;;;;;0;;
KDPU;Kuhinjski donji - pozicija ugradnje;;;;;1 - Niz/2 - Otok L/3 - Otok S/4 - Otok D;;0;System.Byte[];0
HDTD1;Leđa dodatna dolje do kraja;;;;;1 - Ne/2 - Do cokla/3 - Do poda/4 - Kutni vanjski lijevi/5 - Kutni vanjski desni;;0;System.Byte[];0
VPT;Veznik prednji sudopera - tip;;;;;Drvo/Al;Samo za prednji veznik sudopera;0;System.Byte[];0
HDTD;Leđa dodatna dolje do kraja;;;;;1 - Ne/2 - Do cokla/3 - Do poda;;0;System.Byte[];0
KDT;Kuhinjski donji - tip;;;;;Obični/Indukcija/Kuhalo/Sudoper;;0;System.Byte[];0
UKRS;Ukruta širina;;;;;;;0;System.Byte[];0
KDNV;Kuhinjski donji - nogice visina;;;;;100/150;;0;System.Byte[];0
OTVP;Otvaranje prikaži;;;;;Ne/Da;;0;;
PREV;Prevjes dole;1;;;;;;0;;
PTP;Peka tip police;;;;;Libell/Liro/LiroPlus;;0;;
PUD;Poluutor širina;;;;;;;0;;
PUS;Poluutor dubina;;;;;;;0;;
SMK;Širina maske korpusa;;;;;;;0;;
SUTD;Sirina utora za D rucku;;;;;;;0;;
TXT_04;Tekst 4;;;;;;;1;;
VKB1;Brtva 1 krila;;;;;Ne/Sredina/Odmak dolje/Odmak falc;;0;System.Byte[];0
VKB2;Brtva 2 krila;;;;;Ne/Odmak dolje/Odmak falc;;0;System.Byte[];0
VKBO1;Brtva krila - odmak 1;;;;;;;0;System.Byte[];0
VDOSS;Vrata dovratnik širina opšave stražnje;;;;;;;0;;
OTV;Otvaranje;;;;;Lijevo van/Desno van/Lijevo unutra/Desno unutra;;0;;
VDOP;Vrata dovratnik debljina pera opšave;;;;;;;0;;
VDUBS1;Dovratnik dodatak širine za brtvu;;;;;;;0;;
VDDUS;Vrata dovratnik dubina utora za staklo;;;;;;;0;;
OPAG02;Odmak panta gore 2 korekcija;;;;;;;0;;
OPAG03;Odmak panta gore 3 korekcija;;;;;;;0;;
OPAG04;Odmak panta gore 4 korekcija;;;;;;;0;;
OPAG05;Odmak panta gore 5 korekcija;;;;;;;0;;
AKTOR1;Aktor tip;;;;;1 - C/2 - Liijeva vrata/3 - Desna vrata;Izbor Aktor profila prema otvaranju vrata i položaja u nizu ormara.;0;System.Byte[];0
SMF;Širina maske fronte;;;;;;;0;;
KOAP;Kuhinjski ormar - aparati;;;;;1 - Bez/2 - Hladnjak/3 - Pećnica/4 - Pećnica + mikrovalna;;0;System.Byte[];0
KO;Odmak od kuta zidova;1;0;;;;Odmak leđa zbog nepravilnosti zidova u kutu;0;System.Byte[];1
KOV1;Kuhinjski ormar - visina dolje;;;;;;;0;System.Byte[];0
HPOD;Horizontalna pregrada - odmak dolje;;;;;;;0;System.Byte[];0
ZP1;Cokl;;;;;Ne/Prednji/Prednji+Stražnji;;0;System.Byte[];0
LADOB;Ladičar odmak bočno;;;;;Maska lijevo/Maska desno/Maska obostrano/Odmak lijevo/Odmak desno/Odmak obostrano;;0;System.Byte[];0
KOOP;Kuhinjski ormar - otvor za pećnicu;;;;;;;0;System.Byte[];0
KOOM;Kuhinjski ormar - otvor za mikrovalnu;;;;;;;0;System.Byte[];0
GERR;Ger desno;;;;;Ne/Da;;0;System.Byte[];0
KOOL;Kuhinjski ormar - leđa odmak;;;;;20/35/50;;0;System.Byte[];0
POGOR;Broj polica gore;;;;;;;0;;
PODOL;Broj polica dolje;;;;;;;0;;
DIJEL;Dijeljen;;;;;Ne/Da;;0;System.Byte[];0
KVF2;Kuhinjski viseći fronte;;;;;1 - Zaokretna lijeva/2 - Zaokretna desna/3 - Podizna HK-XS/4 - Podizna HK/5 - Podizna HK-S;;0;System.Byte[];0
KODPO;Kuhinjski ormar - dodatni pod - odmak;;;;;;X = 0  bez dodatnog poda;0;System.Byte[];0
KOFG;Kuhinjski ormar - fronta gore;;;;;Lijeva zaokretna/Desna zaokretna/Podizna;;0;System.Byte[];0
KVOM;Kuhinjski viseći - otvor za mikrovalnu;;;;;;;0;System.Byte[];0
JPULL;Jpul rucica;;;;;Ne/Da;;0;;
ODMC;C Rucka odmak od krajeva;;;;;100;;0;;
KKLD;Kuhinjski kutni lijevi-desni;;;;;1 - Lijevi kut/2 - Desni kut;;0;System.Byte[];0
KVDS1;Kuhinjski viseći - maska do stropa;;;;;1 - Ne/2 - Da - bez maske/3 - Vertikalna maska/4 - Horizontalna maska;;0;System.Byte[];0
MSS;Maska širina;;;;;;;0;System.Byte[];0
POZRUC;Pozicija rucke;;;;;Lijevo/Desno/Gore/Dolje/Nema;;0;;
GERDO;Ger djelomični odmak;;;;;;;0;System.Byte[];0
MSZRL;Maska zrak lijevo;1;;;;;;0;System.Byte[];0
GERDOF;Ger djelomični odmak za frontu;;;;;;;0;System.Byte[];0
KDF1;Kuhinjski donji - fronte;;;;;Ladica/Otklopna vrata;;0;System.Byte[];0
DMSS;Dodatna maska - širina;;;;;;;0;;
AKTOR2;Aktor Ne/Da;;;;;Ne/Da;;0;System.Byte[];0
LEDP;LED pod dodatni;0;0;;;1 - Ne/2 - Da/3 - Zajednički;Dodatni pod za LED rasvjetu;0;System.Byte[];0
LEDIZRK;LED izrez do kraja;0;0;;;1 - Ne/2 - Lijevi/3 - Desni/4 - Oba;;0;System.Byte[];0
LEDSET;LED sastav;0;0;;;1 - Ne/2 - Kanalica/3 - Traka/4 - Kanalica+traka;;0;System.Byte[];0
ID;Izrez - duljina;0;0;;;;;0;System.Byte[];1
IDEP;Izrez dubina;;0;;;;=0 Izrez; >0 Dubina džepa;0;System.Byte[];0
IDEP1;Izrez dubina;;;;;;=0 Izrez; >0 Dubina džepa / Razmak između dvostranih džepova;0;System.Byte[];0
STRAN;Strana elementa;;;;;Osnovna/Druga/Obje;;0;System.Byte[];0
KVF;Kuhinjski viseći fronte;;;;;1 - Zaokretna lijeva/2 - Zaokretna desna/3 - Zaokretna dvokrilna/4 - Podizna jednokrilna HK-XS/5 - Podizna jednokrilna HK/6 - Podizna jednokrilna HK-S/7 - Podizna dvokrilna HF/8 - Podizna dvokrilna HK-XS/9 - Podizna dvokrilna HK/10 - Podizna dvokrilna HK-S;;0;System.Byte[];0
IODO;Odmak po duljini;1;0;;;;;0;;0
IOSI;Odmak po širini;1;0;;;;;0;;0
KDF;Kuhinjski donji - fronte;;;;;1 - Lijeva zaokretna/2 - Desna zaokretna/3 - Dvokrilna zaokretna/4 - Ladica AAB/5 - Ladica AA/6 - Ladica ABB/7 - Ladica AAAA/8 - Izvlačna košara;;0;System.Byte[];0
PPOL1;Pod - položaj;;;;;Između stranica/Ispod stranica;Položaj poda u odnosu na stranice korpusa.;0;System.Byte[];0
DASL;Dektiviraj stranicu lijevu;;;;;Da/Ne;;0;System.Byte[];0
DASD;Dektiviraj stranicu desnu;;;;;Da/Ne;;0;System.Byte[];0
DAS;Dektiviraj strop;;;;;Da/Ne;;0;System.Byte[];0
DAP;Dektiviraj pod;;;;;Da/Ne;;0;System.Byte[];0
KOFD;Kuhinjski ormar - fronta dolje;;;;;1-Lijeva zaokretna/2-Desna zaokretna/3-Ladica AAB/4-Ladica AA/5-Ladica ABB/6-Ladica AAAA/7-Lijeva 2 zaokretna/8-Desna 2 zaokretna;;0;System.Byte[];0
OOSR;Odmak od sredine;1;;;;;Negativna vrijednost odmiče elemente vezane uz cijev  lijevo, a pozitivna desno od sredine ormarića.;0;System.Byte[];0
KVNZ;Kuhinjski viseći - nosač zidni;;;;;1 - Da/2 - Zajednički;Za vješanje se korist zidna letvai: 1 - tog ormarića / 2 - nekog drugog ormarića.;0;System.Byte[];0
KOOH;Kuhinjski ormar - otvor za hladnjak/svijetli otvor;;;;;;;0;System.Byte[];0
KKV;Kuhinjski kutni - vrata;;;;;1 - Jednokrilna/2 - Dvokrilna;;0;System.Byte[];0
BRP3;Broj polica do 3;;0;;;1/2/3;;0;System.Byte[];0
LADOH;Ladičar odmak horizontale od poda;;;;;;;0;System.Byte[];0
LADOS;Ladičar odmak širina;;;;;;;0;System.Byte[];0
GERDOK;Ger djelomični odmak korpusa;;;;;;;0;System.Byte[];0
MBL;Maska bočna L;;;;;Ne/1 - I profil/2 - L profil;;0;System.Byte[];0
MBD;Maska bočna D;;;;;Ne/1 - I profil/2 - L profil;;0;System.Byte[];0
GERF;Ger za frontu;;;;;Ne/Da;;0;System.Byte[];0
GLUD;Dubina utora za D rucku;;;;;;;0;;
PR1;Broj ladica 1;;0;0;1;;Jedna ili nijedna ladica;0;;
PR2;Broj ladica 2;;0;0;2;;Od bez ladica do dvije ladice;0;;
PR3;Broj ladica 3;;0;0;3;;Od bez ladica do tri ladice;0;;
AKTOR;Aktor tip;;;;;1 - C/2 - Liijeva vrata/3 - Lijeva vrata kraj/4 - Desna vrata/5 - Desna vrata kraj;Izbor Aktor profila prema otvaranju vrata i položaja u nizu ormara.;0;System.Byte[];0
DIJEL1;Dijeljen;;;;;1 - Ne/2 - Korpus/3 - Vrata i korpus;;0;System.Byte[];0
VGPOD;Vrata gore - pant odmak dolje;;;;;;;0;System.Byte[];0
PR4;Broj ladica 4;;0;0;4;;Od bez ladica do črtiri ladice;0;System.Byte[];0
VDPOD;Vrata dolje - pant odmak dolje;;;;;;;0;System.Byte[];0
VDPOG;Vrata dolje - pant odmak gore;;;;;;;0;System.Byte[];0
VGPOG;Vrata gore - pant odmak gore;;;;;;;0;System.Byte[];0
VRDOL;Vrata dolje;;;;;1 - Do poda/2 - Do dna;;0;System.Byte[];0
HW_2535;25/35;;;;;25/35;;0;;
HW_EH;Istallation heigh;;;;;;;0;;
HW_M;Door handle spacing;;;;;;;0;;
HW_PP;Push/Pull;;;;;Push/Pull;;0;;
HW_S;Door thickness;;;;;;;0;;
HW_SB;Širina omare;;;;;;;0;;
HW_T1;Hardware depth;;;;;;;0;;
HW_TB;Door width;;;;;;;0;;
HW_Z1;Top gap;;;;;;;0;;
HW_Z2;Bottom gap;;;;;;;0;;
HW_Z3;Outer side gap;;;;;;;0;;
HW_Z5;Door gap space;;;;;;;0;;
L1;Duljina 1;;;;;;;0;;
LTP;Leđa tanke - puna;;;;;;;0;;
O;;;;;;;;0;;
OSTR;Obostrana izrada;;;;;Ne/Da;;0;;
VKBO2;Brtva krila - odmak 2;;;;;;;0;System.Byte[];0
VKF;Vratno krilo - falc;;;;;Ne/Da;;0;System.Byte[];0
VKFS;Vratno krilo - širina falca;;;;;;Dodatni falc za prag dolje na krilu;0;System.Byte[];0
DRUC;D ruckica jednokrilna vrata;;;;;Lijevo/Desno/Gore/Dolje/Nema;;0;;
CRUC1;C Rucka jednokrilna vrata;;;;;Lijevo/Desno/Gore/Dolje/Nema;;0;;
CRUC2;C Rucka dvokrilna vrata;;;;;Lijevo/Desno/Gore/Dolje/Nema;;0;;
GERRUC;Ger rucka;;;;;Gore/Dole/Lijevo/Desno/Nema;;0;;
R;Radijus zaokruženja;0;0;;;;;0;System.Byte[];1
RU;Radijus unutarnjeg zaobljenja;1;0;;;;;0;;0
RUC1S;JPull jednokrilna vrata;0;0;;;Lijevo/Desno/Gore/Dolje/Nema;;0;;0
RUC2S;JPull dvokrilna vrata;0;0;;;Između/Gore/Dolje/Nema;;0;;0
