MAT_KEY;MAT_KEY2;MAT_DESC;MAT_DESC2;MAT_DESCS;MAT_MANUF_KEY;MAT_THICK;MAT_COL;MAT_COL2;MAT_LAYER;MAT_GROUP;MAT_ART1;MAT_ART2;MAT_ART3;MAT_ART4;MAT_ART5;MAT_W_UN;MAT_O_UN;MAT_ROT;MAT_WEIGHT;MAT_W_PRICE;MAT_BM_L;MAT_BM_W;MAT_BM_T;MAT_ED_L;MAT_ED_W;MAT_ED_T;MAT_ED_M;MAT_MEMO;MAT_DRILL;MAT_DATE;MAT_MC_MAT;MAT_MC_MAT_NO_EDGE;MAT_MR_MAT;MAT_MP_MAT;MAT_MATHATCH;MAT_DECORE;MAT_LEVEL1;MAT_LEVEL2;MAT_LEVEL3;MAT_LEVEL_ABAND;MAT_LEVEL_TMP;MAT_CUSTOM01;MAT_CUSTOM02;MAT_CUSTOM03;MAT_CUSTOM04;MAT_CUSTOM05;MAT_CUSTOM06;MAT_CUSTOM07;MAT_CUSTOM08;MAT_CUSTOM09;MAT_CUSTOM10;MAT_NO_ORDER;MAT_ID;MAT_F_LEN;MAT_F_WID;MAT_F_THK;MAT_FACT;MAT_REST;MAT_MAC;MAT_ROUTER_GROUP;MAT_IMAGE_ID;MAT_ROUTER_DATA;MAT_COL_RAL;MAT_COL_NCS
FU_1300FH_01;;Ultrapas Aluminij 1300 FH;;1300 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\1300;;;;;1300FH;1;0;0;0;0;;;;;;;;;;;0;9293;2800;1300;1;1;20;;;;;;
FU_2121FH_01;;Ultrapas Quarzo lucido 2121 FH;;2121 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2121;;;;;2121FH;1;0;0;0;0;;;;;;;;;;;0;9294;2800;1300;1;1;20;;;;;;
FU_2124FH_01;;Ultrapas Camomilla 2124 FH;;2124 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2124;;;;;2124FH;1;0;0;0;0;;;;;;;;;;;0;9295;2800;1300;1;1;20;;;;;;
FU_2182FH_01;;Ultrapas Verde foglia 2182 FH;;2182 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2182;;;;;2182FH;1;0;0;0;0;;;;;;;;;;;0;9296;2800;1300;1;1;20;;;;;;
FU_2206AP_01;;Ultrapas Fango 2206 AP;;2206 AP;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2206;;;;;2206AP;1;0;0;0;0;;;;;;;;;;;0;9297;2800;1300;1;1;20;;;;;;
FU_2206FH_01;;Ultrapas Fango 2206 FH;;2206 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2206;;;;;2206FH;1;0;0;0;0;;;;;;;;;;;0;9298;2800;1300;1;1;20;;;;;;
FU_2206SG_01;;Ultrapas Fango 2206 SG;;2206 SG;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2206;;;;;2206SG;1;0;0;0;0;;;;;;;;;;;0;9299;2800;1300;1;1;20;;;;;;
FU_2286FH_01;;Ultrapas Fliederweiss 2286 FH;;2286 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2286;;;;;2286FH;1;0;0;0;0;;;;;;;;;;;0;9300;2800;1300;1;1;20;;;;;;
FU_2289AP_01;;Ultrapas Tortora 2289 AP;;2289 AP;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2289;;;;;2289AP;1;0;0;0;0;;;;;;;;;;;0;9301;2800;1300;1;1;20;;;;;;
FU_2289FH_01;;Ultrapas Tortora 2289 FH;;2289 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2289;;;;;2289FH;1;0;0;0;0;;;;;;;;;;;0;9302;2800;1300;1;1;20;;;;;;
FU_2296AP_01;;Ultrapas snježno bijela 2296 AP;;2296 AP;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2296;;;;;2296AP;1;0;0;0;0;;;;;;;;;;;0;9303;2800;1300;1;1;20;;;;;;
FU_2306FH_01;;Ultrapas Gletscherweiss 2306 FH;;2306 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2306;;;;;2306FH;1;0;0;0;0;;;;;;;;;;;0;9304;2800;1300;1;1;20;;;;;;
FU_2313FH_01;;Ultrapas Keramikweiss 2313 FH;;2313 FH;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2313;;;;;2313FH;1;0;0;0;0;;;;;;;;;;;0;9305;2800;1300;1;1;20;;;;;;
FU_2313SG_01;;Ultrapas Keramikweiss 2313 SG;;2313 SG;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2313;;;;;2313SG;1;0;0;0;0;;;;;;;;;;;0;9306;2800;1300;1;1;20;;;;;;
FU_2325IM_01;;Ultrapas Gypsum Bianco 2325 IM;;2325 IM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2325;;;;;2325IM;1;0;0;0;0;;;;;;;;;;;0;9307;2800;1300;1;1;20;;;;;;
FU_2326IM_01;;Ultrapas Gypsum Grigio 2326 IM;;2326 IM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\2326;;;;;2326IM;1;0;0;0;0;;;;;;;;;;;0;9308;2800;1300;1;1;20;;;;;;
FU_3340IM_01;;Ultrapas Gypsum Marrone 3340 IM;;3340 IM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\3340;;;;;3340IM;1;0;0;0;0;;;;;;;;;;;0;9309;2800;1300;1;1;20;;;;;;
FU_3395IM_01;;Ultrapas Matera 3395 IM;;3395 IM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\3395;;;;;3395IM;1;0;0;0;0;;;;;;;;;;;0;9310;2800;1300;1;1;20;;;;;;
FU_4024NI_01;;Ultrapas Eucalipto 4024 NI;;4024 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4024;;;;;4024NI;1;0;0;0;0;;;;;;;;;;;0;9311;2800;1300;1;1;20;;;;;;
FU_4029NI_01;;Ultrapas Eucalipto Dark 4029 NI;;4029 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4029;;;;;4029NI;1;0;0;0;0;;;;;;;;;;;0;9312;2800;1300;1;1;20;;;;;;
FU_4035NI_01;;Ultrapas Noce Pavia 4035 NI;;4035 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4035;;;;;4035NI;1;0;0;0;0;;;;;;;;;;;0;9313;2800;1300;1;1;20;;;;;;
FU_4038IM_01;;Ultrapas Rovere Jazz 4038 IM;;4038 IM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4038;;;;;4038IM;1;0;0;0;0;;;;;;;;;;;0;9314;2800;1300;1;1;20;;;;;;
FU_4047MI_01;;Ultrapas Rovere Virginia 4047 MI;;4047 MI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4047;;;;;4047MI;1;0;0;0;0;;;;;;;;;;;0;9315;2800;1300;1;1;20;;;;;;
FU_4048PM_01;;Ultrapas Noce Atlanta 4048 PM;;4048 PM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4048;;;;;4048PM;1;0;0;0;0;;;;;;;;;;;0;9316;2800;1300;1;1;20;;;;;;
FU_4052MI_01;;Ultrapas Rovere Maine 4052 MI;;4052 MI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4052;;;;;4052MI;1;0;0;0;0;;;;;;;;;;;0;9317;2800;1300;1;1;20;;;;;;
FU_4057NI_01;;Ultrapas Favorit Kanadski hrast 4057 NI;;4057 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4057;;;;;4057NI;1;0;0;0;0;;;;;;;;;;;0;9318;2800;1300;1;1;20;;;;;;
FU_4064NI_01;;Ultrapas Rovere Portland 4064 NI;;4064 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4064;;;;;4064NI;1;0;0;0;0;;;;;;;;;;;0;9319;2800;1300;1;1;20;;;;;;
FU_4073PM_01;;Ultrapas Rovere Newport 4073 PM;;4073 PM;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4073;;;;;4073PM;1;0;0;0;0;;;;;;;;;;;0;9320;2800;1300;1;1;20;;;;;;
EG_F433ST10A0823;;ABS _F433ST10   0,8/23 mm ;;2;;0,8;0;-65536;4026531840;4026531840;4;93;125;;;M1;M1;1;0;0;0;0;0;70;0;0;0;;0;20.2.2026. 0:00:00;;;;;;_F433ST10  ;0;0;1;0;0;;;;;;;;;;;0;11602;0;23;0,8;1;5;;;;;;
FU_4077NI_01;;Ultrapas Rovere Augusta 4077 NI;;4077 NI;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\4077;;;;;4077NI;1;0;0;0;0;;;;;;;;;;;0;9321;2800;1300;1;1;20;;;;;;
EG_F433ST10A0843;;ABS _F433ST10   0,8/43 mm ;;2;;0,8;0;-65536;4026531840;4026531840;4;93;125;;;M1;M1;1;0;0;0;0;0;70;0;0;0;;0;20.2.2026. 0:00:00;;;;;;_F433ST10  ;0;0;1;0;0;;;;;;;;;;;0;11603;0;43;0,8;1;0;;;;;;
FU_M001_01;;Ultrapas Alu metalna prirodna M001;;M001 ;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\M001;;;;;M001;1;0;0;0;0;;;;;;;;;;;0;9322;2800;1300;1;1;20;;;;;;
FU_M003_01;;Ultrapas Alu metalna nijansa prirodno željezo M003;;M003 ;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\M003;;;;;M003;1;0;0;0;0;;;;;;;;;;;0;9323;2800;1300;1;1;20;;;;;;
FU_M082_01;;Ultrapas metalna magnetna bijela M082;;M082 ;;1;0;0;4026531840;4026531840;1;;;;;M2;M2;0;0;0;5;5;0;0;0;0;0;;0;3.6.2025. 0:00:00;Funder\M082;;;;;M082;1;0;0;0;0;;;;;;;;;;;0;9324;2800;1300;1;1;20;;;;;;
FA_103FS01_18;;Iveral Bijela front glatka 103 FS01 18 mm;;103 FS01 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;14.3.2026. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;103 FS01;1;0;0;0;0;;;;;;;;;;;0;9325;2800;2070;18;1;15;;;;;;
FA_103FS02_18;;Iveral Bijela front pearl 103 FS02 18 mm;;103 FS02 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;103 FS02;1;0;0;0;0;;;;;;;;;;;0;9326;2800;2070;18;1;15;;;;;;
FA_105FS01_18;;Iveral Bijela snježna glatka 105 FS01 18 mm;;105 FS01 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;105 FS01;1;0;0;0;0;;;;;;;;;;;0;9327;2800;2070;18;1;15;;;;;;
FA_105FS02_18;;Iveral Bijela snježna pearl 105 FS02 18 mm;;105 FS02 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;105 FS02;1;0;0;0;0;;;;;;;;;;;0;9328;2800;2070;18;1;15;;;;;;
FA_107FS01_18;;Iveral Ledeno bijela glatka 107 FS01 18 mm;;107 FS01 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;107 FS01;1;0;0;0;0;;;;;;;;;;;0;9329;2800;2070;18;1;15;;;;;;
FA_107FS08_18;;Iveral Ledeno bijela top mat 107 FS08 18 mm;;107 FS08 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;107 FS08;1;0;0;0;0;;;;;;;;;;;0;9330;2800;2070;18;1;15;;;;;;
FA_107FS15_18;;Iveral Ledeno bijela office 107 FS15 18 mm;;107 FS15 18;;18;0;0;4026531840;4026531840;1;;;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;EggerUni\W980;Standard\RobBrezMat;;;;107 FS15;1;0;0;0;0;;;;;;;;;;;0;9331;2800;2070;18;1;15;;;;;;
PE_200_1663_43_600;;Koš za smeće Peka Oeko Complet 40+6+1L, Š=600, D=540, antracit, 200.1663.43;;;200.1663.43;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12623;0;0;0;1;0;;;238;;;
PE_200_1664_43_450;;Koš za smeće Peka Oeko Complet 40L, Š=450, D=540, antracit, 200.1664.43;;;200.1664.43;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12624;0;0;0;1;0;;;239;;;
PE_200_1664_43_500;;Koš za smeće Peka Oeko Complet 40L, Š=500, D=540, antracit, 200.1664.43;;;200.1664.43;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12625;0;0;0;1;0;;;239;;;
PE_200_1665_43_450;;Koš za smeće Peka Oeko Complet 17+17L, Š=450, D=540, antracit, 200.1665.43;;;200.1665.43;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12626;0;0;0;1;0;;;240;;;
PE_200_1665_43_500;;Koš za smeće Peka Oeko Complet 17+17L, Š=500, D=540, antracit, 200.1665.43;;;200.1665.43;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12627;0;0;0;1;0;;;240;;;
PE_200_1666_43;;Koš za smeće Peka Oeko Universal 40+17+17 Liter | 900, 200.1666.43;;;;0;0;0;4026531840;26;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12628;0;0;0;1;0;Okov\Peka\3D_200_1666_XX_900_EU_2040_17_17.mac;;302;;;
PE_200_1667_43;;Koš za smeće Peka Oeko Universal 40+17+17+6+1.2 Liter | 900, 200.1667.43;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12629;0;0;0;1;0;Okov\Peka\3D_200_1667_XX_900_EU_2040_17_17_6_1_2.mac;;303;;;
PE_200_1669_43;;Koš za smeće Peka Oeko Universal 40+17 Liter | 600, 200.1669.43;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12630;0;0;0;1;0;Okov\Peka\3D_200_1669_XX_600_EU_40_17.mac;;304;;;
PE_200_1670_43;;Koš za smeće Peka Oeko Universal 17+17+17 Liter | 600, 200.1670.43;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12631;0;0;0;1;0;Okov\Peka\3D_200_1670_XX_600_EU_17_17_17.mac;;305;;;
RUC_GLOD10;;Glodana ručkica za debljinu fronte 18-20 mm;10 mm širine za prste;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10765;0;0;0;1;0;;;;;;
RUC_GLOD22D;;Glodana ručkica za debljinu fronte 22 mm, donje korištenje;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10766;0;0;0;1;0;;;609;;;
RUC_KAN_C1;;Kanalna ručkica C drvena;samo za konstrukciju;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10767;0;0;0;1;0;Fronte\Kanali\KanalC1.mtsx;;;;;
RUC_KAN_C2;;Kanalna ručkica C Al profil + drvena maska;samo za konstrukciju;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10768;0;0;0;1;0;Fronte\Kanali\KanalC2.mtsx;;;;;
RUC_KAN_C2L;;Kanalna ručkica drvena s alu profilom L;samo za konstrukciju (središnje);;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;10769;0;0;0;1;0;Fronte\Kanali\KanalL2.mtsx;;;;;
RUC_KAN_L1;;Kanalna ručkica L drvena;samo za konstrukciju;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10770;0;0;0;1;0;Fronte\Kanali\KanalL1.mtsx;;;;;
RUC_KAN_L2;;Kanalna ručkica L Al profil + drvena maska;samo za konstrukciju;;;0;0;0;4026531840;4026531840;7;0;0;0;0;M1;M1;1;0;0;0;0;0;0;0;0;0;System.Byte[];16;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10771;0;0;0;1;0;Fronte\Kanali\KanalL2.mtsx;;;;;
PE_200_1671_43_450;;Koš za smeće Peka Oeko Universal 40 Liter | 450/500, 200.1671.43;450 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12632;0;0;0;1;0;Okov\Peka\3D_200_1671_XX_450_EU_40.mac;;306;;;
PE_200_1671_43_500;;Koš za smeće Peka Oeko Universal 40 Liter | 450/500, 200.1671.43;500 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12633;0;0;0;1;0;Okov\Peka\3D_200_1671_XX_500_EU_40.mac;;306;;;
PE_200_1672_43_450;;Koš za smeće Peka Oeko Universal 17+17 Liter | 450/500, 200.1672.43;450 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12634;0;0;0;1;0;Okov\Peka\3D_200_1672_XX_450_EU_17_17.mac;;307;;;
PE_200_1672_43_500;;Koš za smeće Peka Oeko Universal 17+17 Liter | 450/500, 200.1672.43;500 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12635;0;0;0;1;0;Okov\Peka\3D_200_1672_XX_500_EU_17_17.mac;;307;;;
PE_200_1688_43_550;;Koš za smeće Peka Oeko Universal 40+6+1.2 Liter | 550/600, 200.1688.43;550 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12636;0;0;0;1;0;Okov\Peka\3D_200_1668_XX_550_EU.mac;;308;;;
PE_200_1688_43_600;;Koš za smeće Peka Oeko Universal 40+6+1.2 Liter | 550/600, 200.1688.43;600 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;12637;0;0;0;1;0;Okov\Peka\3D_200_1668_XX_600_EU.mac;;308;;;
PE_200_2115_43;;Koš za smeće Peka Oeko Universal 40 Liter + Spider | 600, 200.2115.43;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12638;0;0;0;1;0;Okov\Peka\3D_200_2115_XX_600_EU_40_Spider.mac;;309;;;
PE_200_2116_43;;Koš za smeće Peka Oeko Universal 40 Liter + Oeko Bag | 600, 200.2116.43;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12639;0;0;0;1;0;Okov\Peka\3D_200_2116_XX_600_EU_40_Bag.mac;;310;;;
PE_200_2441_01;;Izvlačna košara Peka Snello 150 Libell 15 kg bijela 200.2441.01;Izvlačna košara Peka Snello 150 Libijelil 15 kg bijela 200.2441.01;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12640;0;0;0;1;0;;;225;;;
PE_200_2441_43;;Izvlačna košara Peka Snello 150 Libell 15 kg antracit 200.2441.43;Izvlačna košara Peka Snello 150 Libijelil 15 kg antracit 200.2441.43;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12641;0;0;0;1;0;;;226;;;
PE_200_2443_01;;Izvlačna košara Peka Snello 200 Libell 15 kg bijela 200.2443.01;Izvlačna košara Peka Snello 200 Libijelil 15 kg bijela 200.2443.01;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12642;0;0;0;1;0;;;227;;;
PE_200_2443_43;;Izvlačna košara Peka Snello 200 Libell 15 kg antracit 200.2443.43;Izvlačna košara Peka Snello 200 Libijelil 15 kg antracit 200.2443.43;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;12;19.3.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;12643;0;0;0;1;0;;;228;;;
PE_200_2444_01;;Izvlačna košara Peka Snello 300 Libell 20 kg bijela 200.2444.01;Izvlačna košara Peka Snello 300 Libijelil 20 kg bijela 200.2444.01;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;12;18.5.2026. 0:00:00;;;;;;;1;0;0;0;1;;;;;;;;;;;0;12644;0;0;0;1;0;;;227;;;
SO_MX_SO02;;UKOPNA KANALICA PLITKA ZA LED;;;;0;-4144960;0;4026531840;4026531840;4;121;;;;M1;M1;1;0,025;0;0;0;0;0;0;0;0;System.Byte[];18;3.6.2025. 0:00:00;Ral\RAL_7021;;;;;;1;0;0;0;0;0;-0,15;6;0;0;1,4;3,5;;SO_MX_SOM1;;0;10803;0;0;0;1;0;Profili\Soled\MX_SO02.MAC;;627;;;
SO_MX_SO04;;UKOPNA KANALICA DUBOKA ZA LED;;;;0;-4144960;0;4026531840;4026531840;4;121;;;;M1;M1;1;0,025;0;0;0;0;0;0;0;0;System.Byte[];18;3.6.2025. 0:00:00;Ral\RAL_7021;;;;;;1;0;0;0;0;0;-0,15;12;0;0;1,4;3,5;;SO_MX_SOM1;;0;10804;0;0;0;1;0;Profili\Soled\MX_SO04.MAC;;628;;;
SO_MX_SO04B;;UKOPNA KANALICA DUBOKA ZA LED;;;;0;-8355712;0;4026531840;4026531840;4;121;;;;M1;M1;1;0,025;0;0;0;0;0;0;0;0;System.Byte[];18;3.6.2025. 0:00:00;Ral\RAL_7021;;;;;;1;0;0;0;0;0;0;12;0;0;0;3,5;;SO_MX_SOM1;;0;10805;0;0;0;1;0;Profili\Soled\MX_SO04.MAC;;628;;;
